channel,video_id,Title,Published_date,Views,like_x,comments,Comment_ID,Text,Name,like_y,Date,Time
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgztO5etijI2K2sfj6t4AaABAg,真的會被胖胖鬼跟到，導致變胖嗎？,greenfinger1186,0,2022/6/1,6:35:01
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,Ugy40aga15PXE9Ipj254AaABAg,請問之後還會訪問路人嗎？,牙牙,2,2022/5/31,17:09:11
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,Ugw_INBeF1G4MvzhbxV4AaABAg,哈哈這集以為我在看dcard調查局,Lin Zeppe,3,2022/5/31,8:48:04
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,Ugybk1T8nki54FUObth4AaABAg,好喜歡歡樂的風格呀！ <br>畫面顏色也很舒服☺️,P&C,0,2022/5/30,4:10:32
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,Ugw1jkpDF0OzPajnveR4AaABAg,超愛少年老師！🥰❤️😍,移動岑寶,5,2022/5/29,4:56:42
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgxNEdQ2o72uCLB_LXF4AaABAg,太吵了，不知道在说什么,wang jenny,6,2022/5/29,3:53:48
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,Ugzk7yCQ-Mvz1hBIQmZ4AaABAg,再見簡少年！歡迎大家一起加入命運設計系,林俊宇,37,2022/5/28,21:58:24
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgzqnrQgJF9uYEKVpct4AaABAg,感覺好差喔 為什麼中間下面那個女生都要打碼啊 其他都不用,秋風,2,2022/5/28,18:00:49
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgzgHKUGgG88BsbVfg54AaABAg,QAQ 期待第三集～<br>小夥伴們也好歡樂啊～,LCM,2,2022/5/28,15:23:18
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgyV-ZwMLIYor1XNv094AaABAg,👍👍👍😊😊😊,徐佩君,0,2022/5/28,14:50:43
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgwqKOLPJtXqFTIA2LB4AaABAg,耶可以解訂閱了,yong hsieh,5,2022/5/28,14:13:11
Press_Play,c6yvJIcPB1c,再見簡少年，這是最後一集。【#簡少年 #不負責任面相學】,2022/5/28,49016,734,40,UgyIP2K83JvHORUBA8Z4AaABAg,耶 有課程～～,Yeah˙𐃷˙,2,2022/5/28,13:21:16
Press_Play,e11KpymDN0w,食物冷知識！會讓你坐牢的德國甜點？放進微波爐會爆炸的水果？麥當勞有成立大學？【#PP小學堂】,2022/5/20,8288,16,0,,,,,,
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgyzuJrBTHHCBwXAl054AaABAg,那個excuse me 好好笑！,ning Ah,1,2022/5/20,9:55:25
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgxBSzMC3YrABJyKZfh4AaABAg,我小時候很黏父母 但是不知道什麼時候開始就疏遠了 也不太跟父母說話 面相能看出來嗎,cheung yy,1,2022/5/20,8:40:23
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgxWiD5FUFKQtGnWAAV4AaABAg,簡少年可以出一集那個 怎麼看 不是浪子嗎,Winnie Teo,2,2022/5/19,11:11:57
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,Ugy2b8SF6XoLNpr5Xyp4AaABAg,最近的街訪問題真的無聊到讓人看不下去.......<br>可惜了簡少年,Shin Y,0,2022/5/19,8:38:24
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgzAoHTAzUIWIu-OrGF4AaABAg,我额头超饱满 眼睛也很大 但我跟我妈关系超差 根本不会说我爱你 因为我压根不爱她,Zoe Lee,2,2022/5/19,6:22:44
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,Ugys8LP-jIg7p0edQqN4AaABAg,請問眼神沒有桃花什麼意思呢,Albee Chang,1,2022/5/18,19:19:08
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgyOlKXXy7_GoBBzK6d4AaABAg,這集有點短，才看得剛來勁，就結束了,jiajiajiji,4,2022/5/18,3:37:28
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgwBUNIupRgOkE1OnRd4AaABAg,這集少年好厲害！,Wa An,0,2022/5/18,1:13:57
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,Ugxw-t8A6LJEVtKpMdB4AaABAg,我天天都跟我媽說愛你哈哈,佩,0,2022/5/16,7:46:01
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgyKmiwLzgFQ-u58otR4AaABAg,"<a href=""https://www.youtube.com/watch?v=KW1VSjPDXOM&amp;t=5m34s"">5:34</a> 最後一對情侶好可愛",wiling C,9,2022/5/15,15:50:52
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,Ugw4IDE9T5xOnVmoiyp4AaABAg,前面30秒多餘,黃上,0,2022/5/15,1:12:10
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgwKmFuUP7caUEulRCt4AaABAg,我额头饱满但是跟长辈缘不好哎，跟爸妈都不亲,Josie Han,4,2022/5/14,17:25:14
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgwenExNm4u1-28_2vF4AaABAg,口罩裡是JUSTEASY的口罩支架嗎,黃葳竑Neo,0,2022/5/14,16:21:58
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgxSMw21ZtgpqmsprK94AaABAg,👍👍👍😊😊😊,徐佩君,0,2022/5/14,15:29:47
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,UgzHJcsQ-wxbqRsB8bt4AaABAg,額頭怎麼樣算飽滿？,斗斗的減重日記,0,2022/5/14,14:03:17
Press_Play,KW1VSjPDXOM,什麼樣的人會直接說我愛你 I love you？從面相看你會不會跟媽媽說我愛你【#簡少年 #不負責任面相學】,2022/5/14,10722,263,22,Ugza71wp9EDfl5JjBZl4AaABAg,可惜不是上禮拜播~有幾個說眼睛大的那樣有算是眼睛大阿~還以為眼睛大要像陶晶瑩那樣的~才叫大~,LCM,0,2022/5/14,13:17:56
Press_Play,xAsHCwH6miw,新手媽媽的育兒心法！不可以吃手手？嬰兒打嗝打不出來怎麼辦？feat.  @唐婷婷Tangting   【#PP小學堂】,2022/5/13,3637,8,3,UgzXuB9fLT0rQAnCnD54AaABAg,母親節快樂～～（覺得你們越拍越好了～讚讚❤,Ching,1,2022/5/13,14:37:43
Press_Play,ci1cCjWG39k,新手必懂的當沖教學，一次告訴你！當沖的意思？人人都能當沖嗎？當沖要注意的風險？【#PP小學堂】,2022/5/6,1693,18,5,UgwWKZJ6zLXYSRwy_K14AaABAg,"📢PPA 漲薪節<br>5/10～5/20，精選8～10個財經訂閱專案，提供折扣優惠！<br>你可以用更低的價格學投資，幫自己加薪囉🤑<br><a href=""https://www.pressplay.cc/link/03143601"">https://www.pressplay.cc/link/03143601</a>",PressPlay Academy,0,2022/5/10,2:23:44
Press_Play,ci1cCjWG39k,新手必懂的當沖教學，一次告訴你！當沖的意思？人人都能當沖嗎？當沖要注意的風險？【#PP小學堂】,2022/5/6,1693,18,5,UgzQktMUMrirPgeJsYR4AaABAg,愛你越久我越被動,於鑫,1,2022/5/7,5:33:40
Press_Play,ci1cCjWG39k,新手必懂的當沖教學，一次告訴你！當沖的意思？人人都能當沖嗎？當沖要注意的風險？【#PP小學堂】,2022/5/6,1693,18,5,UgysQO-rQUuwEVLoszB4AaABAg,這集好好笑喔～～含金量也不低～～<br>（持有還是持久🤣🤣達達、漢堡請回答😆😆）,lalala lu,0,2022/5/7,3:17:11
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgwuG0_6h9g5AXBOuvN4AaABAg,Leslie老師衣服好可愛！,CHIEN-TSAI,0,2022/6/8,11:58:15
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,Ugw52S6xeVb91L9Zs5N4AaABAg,我是丹鳳眼，但是狗貓都超愛我，狗狗會撲倒我（？）<br>別人家的貓跑來我房間會直接預備睡覺給摸給抱，飼主超吃醋😂<br>路上野貓也會主動纏著我喵喵叫，野狗無辜看著我，超可愛～<br>所以我贊同寵物溝通師的看法，貓狗是很看氣場的,東方璟,1,2022/5/20,14:05:44
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgxBBi_eYEA0LkGUMiB4AaABAg,簡少年是超級有智慧的命理師,Claudiadalfonso,0,2022/5/15,17:45:25
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,Ugw7AKjTBZPH3MucDAR4AaABAg,"woow that&#39;s my boss Miss Leslie  ❤❤😍 my employer, who is nice super to the maid. Miss Leslie my boss is very Good  ❤❤❤❤❤ Miss Leslie",Denaya Kardestha,0,2022/5/6,5:13:07
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgxA_29kIn4-NOLTFrt4AaABAg,那我超想知道有錢到可疑的獸控是什麼面相,七一,0,2022/5/6,2:56:25
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgwZJn7PHEtKWf0dG9F4AaABAg,被狗追過兩次，一次還是二三十隻那種……，不過因為太緊張從腳踏車上摔下來就散了😂……本來想說狗狗可能只是惡作劇，只是想嚇人而已……不過後來附近有小朋友因為被野狗群撕咬上新聞……<br><br>有時候很被狗狗喜歡但有時候不會，就特定幾隻狗狗會對我有反應，就別人經過都沒事，我經過就一直興奮叫，但我從來沒跟牠互動過……🤔  而且我怕激動的動物……🥲,木槿,1,2022/5/4,17:55:00
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgxwTWOSqQWfMUNPy0N4AaABAg,超喜歡Leslie😍跟簡少年一起錄節目讚讚讚,謝佳慧,0,2022/5/4,17:05:32
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgwGECyAnGdKz4bJHCx4AaABAg,Leslie的學生路過🤣🤣🤣,Angely Chen,0,2022/5/4,12:29:48
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgxMQtAq_Y6ecaYtdlR4AaABAg,敲碗如何從面相看出你會不會唱歌～,明示無,5,2022/5/3,0:48:10
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgxTyl-JaGia73Euo_h4AaABAg,寵物溝通師 就是神棍,abu bubu,0,2022/5/1,16:31:27
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgzT5k6URooPqVzrc0p4AaABAg,真的好想巧遇看看！！🤣,Elin,2,2022/5/1,15:37:48
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgyiIC00b1GEX6fRQV94AaABAg,上班騎車等紅燈被三隻狗攔下來跳到機車腳踏板坐好要我載他們兜風的吸狗機路過（但我養貓）,蛤蜊波特,6,2022/5/1,10:46:35
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgwToy9ypvPFeL1lBzF4AaABAg,開始觀察新室友的倉鼠以後，動物緣似乎也變得比較好（我自己有想過是不是增加了一種無形的友善氛圍？），路邊的野狗野貓、小鳥、松鼠，或是剛走失的狗狗都比較會接近我了，不然以前再怎麼喜歡、再怎麼想關心牠們都沒辦法被靠近🥲,劉依秀,14,2022/5/1,10:24:20
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,Ugzu5uUvoH3lqLaJ37J4AaABAg,它們喜歡我，我比較喜歡跟他們保持距離XD 🤣🤣😂,德國 德語 ing Germany Deutschland,0,2022/5/1,8:07:58
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgzXJy3WMEhZRnUg6EZ4AaABAg,这样找个不同角度的人来猜更有意思,Josie Han,0,2022/5/1,4:57:50
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgyjFUHSUCJYOL7h7Pl4AaABAg,是Leslie耶～～～,Errol punjo,0,2022/4/30,23:37:58
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgySe5xwyOo2-5iFDIF4AaABAg,請問第一位是國際紫微學會的大悅老師嗎XDD,Zhisuang Tieko,8,2022/4/30,15:49:02
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,Ugx2ik_Wydk2aHNcPI14AaABAg,兩個人太搭了🤣🤣🤣,Cho-Chieh Lee,4,2022/4/30,15:18:21
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,UgwgfdsURXCfF4PsyJh4AaABAg,👍👍👍😊😊😊,徐佩君,0,2022/4/30,14:40:58
Press_Play,7TZaCcAdSSk,當算命大師遇上寵物溝通師，從面相看你的動物緣好不好？【#簡少年 #不負責任面相學】,2022/4/30,16608,446,53,Ugz3FIpWAEY2xD9OCQh4AaABAg,小時候放學走路回家後面跟著一群流浪貓狗🥺,浮生煙雨,45,2022/4/30,14:25:46
Press_Play,Moql_UYbG5o,健身知識隨堂考，哪個運動消耗最多卡路里？健身新手必學的6個運動注意事項【#PP小學堂】,2022/4/29,2404,13,0,,,,,,
Press_Play,Cl1TGx8iTGA,流行音樂測驗 & 猜歌，全場只有一人答對...！「勇氣」的原唱其實不是梁靜茹？【#PP小學堂】,2022/4/22,3365,8,3,UgwphRCpswnWLL5Hs_Z4AaABAg,D選項消失了,天天,0,2022/4/23,9:00:22
Press_Play,Cl1TGx8iTGA,流行音樂測驗 & 猜歌，全場只有一人答對...！「勇氣」的原唱其實不是梁靜茹？【#PP小學堂】,2022/4/22,3365,8,3,UgwnChj1M7n6963GwnJ4AaABAg,溫妮 好可愛喔,William Lan,0,2022/4/23,4:15:56
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgzPfo9-g2NtBXRXBW54AaABAg,"想了解更多世界調酒冠軍 Aki 的經典雞尾酒嗎？<br>🍻🍻搶先卡位：<a href=""https://pse.is/taotao"">https://pse.is/taotao</a>",PressPlay Academy,14,2022/4/15,4:18:22
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgxduIqdSU0aH_p1EkF4AaABAg,Aki老師爆幹猛耶！需要面對很多客人的果然厲害,冰糖肉臊,1,2022/5/2,2:00:39
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgyT0Wy4ZAC_g0lG0tp4AaABAg,Aki 老師太酷了，看人超厲害，笑聲又給人憨憨脾氣很好的感覺😍,hhh h,0,2022/4/23,13:13:09
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgyDJsUTQl1RBoMLd9p4AaABAg,麥克風收音效果很屌欸,Jin Otis,0,2022/4/22,18:20:37
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgxRBkLCAXolfA73m8B4AaABAg,封面那個女生長得好像木星,hebe Panpan,1,2022/4/22,3:34:48
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgwOFApWeYzBE4nfloJ4AaABAg,很喜歡這樣的企劃<br>而且還可以置入推廣課程<br>看了也不會覺得尷尬癌發作<br>主要是AKI老師感覺真的很有料<br>很喜歡簡老師跟不同人這樣的組合 ～～,鍾郁芳,23,2022/4/19,13:26:47
Press_Play,qOOI1y3Cvbk,你愛喝酒嗎？世界調酒冠軍來踢館！從面相看你喝 man 酒還妹酒 feat. indulge bistro 創辦人 Aki【#簡少年 #不負責任面相學】,2022/4/16,17879,650,63,UgwuRMaOvsI7ogj0PIF4AaABAg,這集超有趣，而且五五開的準度<br>好險少年老師也是準準的,滷肉飯加辣,1,2022/4/19,1:17:05
