,Title,Comment_ID,Text,Name,like,Date
54,7TZaCcAdSSk,Ugw52S6xeVb91L9Zs5N4AaABAg,我是丹鳳眼，但是狗貓都超愛我，狗狗會撲倒我（？）<br>別人家的貓跑來我房間會直接預備睡覺給摸給抱，飼主超吃醋😂<br>路上野貓也會主動纏著我喵喵叫，野狗無辜看著我，超可愛～<br>所以我贊同寵物溝通師的看法，貓狗是很看氣場的,東方璟,1,2022-05-20T14:05:44Z
55,7TZaCcAdSSk,UgxBBi_eYEA0LkGUMiB4AaABAg,簡少年是超級有智慧的命理師,Claudiadalfonso,0,2022-05-15T17:45:25Z
56,7TZaCcAdSSk,Ugw7AKjTBZPH3MucDAR4AaABAg,"woow that&#39;s my boss Miss Leslie  ❤❤😍 my employer, who is nice super to the maid. Miss Leslie my boss is very Good  ❤❤❤❤❤ Miss Leslie",Denaya Kardestha,0,2022-05-06T05:13:07Z
57,7TZaCcAdSSk,UgxA_29kIn4-NOLTFrt4AaABAg,那我超想知道有錢到可疑的獸控是什麼面相,七一,0,2022-05-06T02:56:25Z
58,7TZaCcAdSSk,UgwZJn7PHEtKWf0dG9F4AaABAg,被狗追過兩次，一次還是二三十隻那種……，不過因為太緊張從腳踏車上摔下來就散了😂……本來想說狗狗可能只是惡作劇，只是想嚇人而已……不過後來附近有小朋友因為被野狗群撕咬上新聞……<br><br>有時候很被狗狗喜歡但有時候不會，就特定幾隻狗狗會對我有反應，就別人經過都沒事，我經過就一直興奮叫，但我從來沒跟牠互動過……🤔  而且我怕激動的動物……🥲,木槿,1,2022-05-04T17:55:00Z
59,7TZaCcAdSSk,UgxwTWOSqQWfMUNPy0N4AaABAg,超喜歡Leslie😍跟簡少年一起錄節目讚讚讚,謝佳慧,0,2022-05-04T17:05:32Z
60,7TZaCcAdSSk,UgwGECyAnGdKz4bJHCx4AaABAg,Leslie的學生路過🤣🤣🤣,Angely Chen,0,2022-05-04T12:29:48Z
61,7TZaCcAdSSk,UgxMQtAq_Y6ecaYtdlR4AaABAg,敲碗如何從面相看出你會不會唱歌～,明示無,5,2022-05-03T00:48:10Z
62,7TZaCcAdSSk,UgxTyl-JaGia73Euo_h4AaABAg,寵物溝通師 就是神棍,abu bubu,0,2022-05-01T16:31:27Z
63,7TZaCcAdSSk,UgzT5k6URooPqVzrc0p4AaABAg,真的好想巧遇看看！！🤣,Elin,2,2022-05-01T15:37:48Z
64,7TZaCcAdSSk,UgyiIC00b1GEX6fRQV94AaABAg,上班騎車等紅燈被三隻狗攔下來跳到機車腳踏板坐好要我載他們兜風的吸狗機路過（但我養貓）,蛤蜊波特,6,2022-05-01T10:46:35Z
65,7TZaCcAdSSk,UgwToy9ypvPFeL1lBzF4AaABAg,開始觀察新室友的倉鼠以後，動物緣似乎也變得比較好（我自己有想過是不是增加了一種無形的友善氛圍？），路邊的野狗野貓、小鳥、松鼠，或是剛走失的狗狗都比較會接近我了，不然以前再怎麼喜歡、再怎麼想關心牠們都沒辦法被靠近🥲,劉依秀,14,2022-05-01T10:24:20Z
66,7TZaCcAdSSk,Ugzu5uUvoH3lqLaJ37J4AaABAg,它們喜歡我，我比較喜歡跟他們保持距離XD 🤣🤣😂,德國 德語 ing Germany Deutschland,0,2022-05-01T08:07:58Z
67,7TZaCcAdSSk,UgzXJy3WMEhZRnUg6EZ4AaABAg,这样找个不同角度的人来猜更有意思,Josie Han,0,2022-05-01T04:57:50Z
68,7TZaCcAdSSk,UgyjFUHSUCJYOL7h7Pl4AaABAg,是Leslie耶～～～,Errol punjo,0,2022-04-30T23:37:58Z
69,7TZaCcAdSSk,UgySe5xwyOo2-5iFDIF4AaABAg,請問第一位是國際紫微學會的大悅老師嗎XDD,Zhisuang Tieko,8,2022-04-30T15:49:02Z
70,7TZaCcAdSSk,Ugx2ik_Wydk2aHNcPI14AaABAg,兩個人太搭了🤣🤣🤣,Cho-Chieh Lee,4,2022-04-30T15:18:21Z
71,7TZaCcAdSSk,UgwgfdsURXCfF4PsyJh4AaABAg,👍👍👍😊😊😊,徐佩君,0,2022-04-30T14:40:58Z
72,7TZaCcAdSSk,Ugz3FIpWAEY2xD9OCQh4AaABAg,小時候放學走路回家後面跟著一群流浪貓狗🥺,浮生煙雨,45,2022-04-30T14:25:46Z
73,Cl1TGx8iTGA,UgwphRCpswnWLL5Hs_Z4AaABAg,D選項消失了,天天,0,2022-04-23T09:00:22Z
74,Cl1TGx8iTGA,UgwnChj1M7n6963GwnJ4AaABAg,溫妮 好可愛喔,William Lan,0,2022-04-23T04:15:56Z
75,qOOI1y3Cvbk,UgzPfo9-g2NtBXRXBW54AaABAg,"想了解更多世界調酒冠軍 Aki 的經典雞尾酒嗎？<br>🍻🍻搶先卡位：<a href=""https://pse.is/taotao"">https://pse.is/taotao</a>",PressPlay Academy,14,2022-04-15T04:18:22Z
76,qOOI1y3Cvbk,UgxduIqdSU0aH_p1EkF4AaABAg,Aki老師爆幹猛耶！需要面對很多客人的果然厲害,冰糖肉臊,1,2022-05-02T02:00:39Z
77,qOOI1y3Cvbk,UgyT0Wy4ZAC_g0lG0tp4AaABAg,Aki 老師太酷了，看人超厲害，笑聲又給人憨憨脾氣很好的感覺😍,hhh h,0,2022-04-23T13:13:09Z
78,qOOI1y3Cvbk,UgyDJsUTQl1RBoMLd9p4AaABAg,麥克風收音效果很屌欸,Jin Otis,0,2022-04-22T18:20:37Z
79,qOOI1y3Cvbk,UgxRBkLCAXolfA73m8B4AaABAg,封面那個女生長得好像木星,hebe Panpan,1,2022-04-22T03:34:48Z
80,qOOI1y3Cvbk,UgwOFApWeYzBE4nfloJ4AaABAg,很喜歡這樣的企劃<br>而且還可以置入推廣課程<br>看了也不會覺得尷尬癌發作<br>主要是AKI老師感覺真的很有料<br>很喜歡簡老師跟不同人這樣的組合 ～～,鍾郁芳,23,2022-04-19T13:26:47Z
81,qOOI1y3Cvbk,UgwuRMaOvsI7ogj0PIF4AaABAg,這集超有趣，而且五五開的準度<br>好險少年老師也是準準的,滷肉飯加辣,1,2022-04-19T01:17:05Z
82,qOOI1y3Cvbk,UgyJ56ofU2St6fuWs9d4AaABAg,"建議簡少年去上Aki的課程,因為這集完敗",順風順水,0,2022-04-19T00:55:56Z
83,qOOI1y3Cvbk,UgwB6cPCzIgrWMxkVSh4AaABAg,這集的老師好厲害👍超級精彩！雖然每一集都好看😂這集看了好多次👏看了就想去上課了,A corner,3,2022-04-18T14:05:09Z
84,qOOI1y3Cvbk,UgxBKHGiJmsrZGb3geN4AaABAg,aki老師店裡的酒好喝，沒想到品酒面相也這麼強，要不要直接開面相學的課程呢,吳宏文,5,2022-04-18T05:30:14Z
85,qOOI1y3Cvbk,UgxLJww60Lv3tc1DLyF4AaABAg,節目組居然沒有請調酒老師猜簡少年 好爛,秋風,3,2022-04-18T03:04:32Z
86,qOOI1y3Cvbk,Ugw4i6NFbqdOYEuF_Tt4AaABAg,有酷有酷,oposet,0,2022-04-18T03:02:00Z
87,qOOI1y3Cvbk,Ugx69FbQacRhpsWOVZB4AaABAg,@ @ Aki老師觀察力炸裂強.....,H T,1,2022-04-17T17:05:03Z
88,qOOI1y3Cvbk,UgwT1kvkjRoUZg6urBp4AaABAg,Aki老師 也可以開不負責任面相酒館的頻道 好看~ 這集讚讚讚,Emily H,3,2022-04-17T16:23:10Z
89,qOOI1y3Cvbk,UgzqAndMdTOXLltN2cx4AaABAg,這集好有趣 有比較比較好玩的感覺wwww,Tong Zhengjue 正覺,2,2022-04-17T12:49:43Z
90,qOOI1y3Cvbk,UgwgMVoR9VwkStpdg9d4AaABAg,"<a href=""https://www.youtube.com/watch?v=qOOI1y3Cvbk&amp;t=8m47s"">8:47</a>的那位長得好像這群人的木星XD",魚丸Maru,5,2022-04-17T12:33:52Z
91,qOOI1y3Cvbk,Ugztlz1G-j3cN4KdgbB4AaABAg,下一次主題：看電影時喜歡吃甜/鹹/甜鹹爆米花😆😆,Syun Jhen Yao,2,2022-04-17T09:50:37Z
92,qOOI1y3Cvbk,Ugwnrg47kRiBdwa39pV4AaABAg,為什麼Aki老師講得好專業哈哈哈哈哈,Mackerel Yamino,1,2022-04-17T05:48:50Z
93,qOOI1y3Cvbk,UgxMe6pgbqjuwa33gG14AaABAg,一樣是觀察 出發點不同 有各自的領域 相互切磋受惠,Kung Nicole,3,2022-04-17T04:17:17Z
94,qOOI1y3Cvbk,UgzWZUtkf9qVLYdwEIt4AaABAg,這集這樣好有趣,口牛,0,2022-04-17T03:09:13Z
95,JwXTxrYiqhU,UgzRQnqs4XjPk5kjX4h4AaABAg,樹懶存在的意義真的笑死XDD<br>我也想知道🥴,Daniel Liu,0,2022-04-17T15:25:01Z
96,JwXTxrYiqhU,UgwciV3TFLXDZ595Aoh4AaABAg,還敢便祕阿 樹懶,黃恩理,1,2022-04-16T17:57:13Z
97,JwXTxrYiqhU,UgxHuCPkhwtbDIni0F94AaABAg,哪種動物最長壽、還有一夫一妻的動物，看來你們大部分人都不看老高啊~~,Kevin Yu,1,2022-04-15T14:51:24Z
98,SXRzeH3yW_8,UgwVdj8l_8tvBi-M5p54AaABAg,大家還有知道酒精的冷知識嗎😆（酒鬼）,PressPlay Academy,2,2022-04-07T10:20:53Z
99,SXRzeH3yW_8,UgxNG3cf_BS2fzEdd0F4AaABAg,𝓅𝓇o𝓂o𝓈𝓂,Paten Brass,0,2022-05-12T08:50:20Z
100,Ve44oUwDBq8,UgwPbm-zUEqKFCfyG6R4AaABAg,大家可以把影片分享給身邊的單身朋友🤣🤣,PressPlay Academy,26,2022-03-31T05:11:26Z
101,Ve44oUwDBq8,UgysuWc1hS1dPT6nOtp4AaABAg,這個系列企劃很有趣！,Mimi chan,0,2022-07-04T01:28:22Z
102,Ve44oUwDBq8,UgzxjB2APVHqSefSNA54AaABAg,我是不是真的要母胎單了，婚姻線只有一條還超淡🥲,芷柔柔,0,2022-06-13T14:06:44Z
103,Ve44oUwDBq8,Ugx9IZ9ABaTJxavkWFB4AaABAg,現在作PPA還要這樣廣告阿？那我要跟小哥講一下，單上理財達人秀還不夠，要多洗一些韭菜才好割，不過你這影片廣告次數下的有點少，可以提升一下經費,少年猛將-林書瑋,0,2022-05-10T13:45:23Z
104,Ve44oUwDBq8,UgxF93QWa8vffEeV0ut4AaABAg,真的超愛簡老師的街頭看面相節目 希望可以一直做下去~❤❤❤💖<br>相信街頭看相越久老師功力一定會變很深厚~,MAY得琳,4,2022-05-10T07:19:26Z
105,Ve44oUwDBq8,UgzM7p7Qa4nq9181iqZ4AaABAg,這面旗幟有點東西,Jack,0,2022-04-17T23:29:44Z
106,Ve44oUwDBq8,Ugxhk266JjMX_KCjubh4AaABAg,額頭應該算拱<br>山根感覺不高<br>但是雙手斷掌 婚姻線幾乎沒有<br>目前也是母胎單沒錯 這輩子看來是不是沒救了😢,Jeff,1,2022-04-17T17:19:30Z
107,Ve44oUwDBq8,Ugz-n3_wH4xgSbG0up14AaABAg,有桃花运的特征可是同时有母胎单身的特征，跟福山雅治一样的情况,light house,0,2022-04-17T08:46:12Z
108,Ve44oUwDBq8,Ugy6olv4n1180CvvEBN4AaABAg,反正正的你都嘛猜不是母胎單身,ㄎㄎ,1,2022-04-15T08:40:28Z
109,Ve44oUwDBq8,UgxojhvDf1TAIaGVJhR4AaABAg,不難分啊，醜👉🏻單身,ZX Chang,1,2022-04-15T02:41:33Z
110,Ve44oUwDBq8,UgwWpKwTZop7-uOthwV4AaABAg,这些路人，是不是母胎单身，我觉得这个老师比较会说话，我几乎一看就知道是不是。但是我不能说，因为真相很伤人。,freedom lover,1,2022-04-14T08:14:03Z
111,Ve44oUwDBq8,UgxRnxG03bLWMq360UV4AaABAg,看正不正就知道啦   話說怎會有女生母胎單身  搞不懂?? 年輕人男女比例很懸殊   男遠多於女   女生應該很多選擇,阿杰,0,2022-04-14T03:39:06Z
112,Ve44oUwDBq8,UgxI5d0V7gu1vqDQyv94AaABAg,YouTube上面有一部叫做〔天國見習〕影片。如果想要瞭解愛的秘密、靈界的實相與人生的意義，或許可以參考看一看。,Milly Ou,0,2022-04-13T06:52:28Z
113,Ve44oUwDBq8,Ugyj7hB9dL0x9RZjSuZ4AaABAg,哈囉 請問下次簡少年何時會街頭算命？感謝,C,0,2022-04-13T01:51:38Z
114,Ve44oUwDBq8,UgxgfzzvRWip8rlfEkJ4AaABAg,第5、8好像....,DarkSun Chen,0,2022-04-12T18:10:44Z
115,Ve44oUwDBq8,Ugx_xWgRNdtGFDuOzEF4AaABAg,🤣🤣🤣🤣🤣🤣🤣,Coco design,0,2022-04-11T05:56:15Z
116,Ve44oUwDBq8,UgyrzUkGN7E_o5kyEKx4AaABAg,那要怎麼改善😂,Angela,0,2022-04-10T16:26:02Z
117,Ve44oUwDBq8,UgyjTHT8zK_jZcnwjel4AaABAg,母胎單身很久 應該永遠這樣了😅,林昇奎,0,2022-04-10T12:46:09Z
118,Ve44oUwDBq8,UgzTrV393KyB-GEN1dN4AaABAg,准，母单36<br>婚姻线 右手两条 左手一条<br>额头拱，比较容易看到别人缺点。<br>数次遇到渣男 暧昧期间发现对方渣立刻切割，人财没失，我还蛮幸运的。,Stephy Sow,4,2022-04-10T10:06:15Z
119,Ve44oUwDBq8,UgwksRDDN1oMvj80U-Z4AaABAg,外表好看的都說不是母單，被打臉了吧ㄏ,Sheng-Hui Li,5,2022-04-10T06:30:53Z
120,4t7EFWlc0uY,Ugzqda1pdIDJMXtQi0Z4AaABAg,"歡迎大家加入面相學社團，我們都會在裡面公布拍攝的時間地點喔～<br>點此加入：<a href=""https://www.facebook.com/groups/237914041394658"">https://www.facebook.com/groups/237914041394658</a>",PressPlay Academy,10,2022-03-23T08:34:35Z
121,4t7EFWlc0uY,Ugyn2geu2o1yQZjKUbZ4AaABAg,錄了三次也太多wwwwwwww,金阿,0,2022-06-24T00:53:02Z
122,4t7EFWlc0uY,UgziCCKzm0Vsx0YQTEF4AaABAg,簡老師能無懼公開的接受挑戰，可推知性情相對單純而且沉心其專業領域中不斷的學習和成長，真的給你讚👍！,Ims Huang,2,2022-05-25T13:44:05Z
123,4t7EFWlc0uY,Ugwe1u4Byfa7PxpoUtJ4AaABAg,我是被騙了20年後才知道自己被設計被騙了20年。,manda,0,2022-05-08T07:43:09Z
124,4t7EFWlc0uY,UgyY9t_brUmotLpe0M54AaABAg,能騙到我的從來都不是跟貪錢有關的<br>反而是路邊遇到求助於我的，我馬上就相信了（但那也是騙，說會還的結果沒還  只借個100元也要唬爛自己在科技廠工作月入5萬在外7_11旁邊遇難，也有借了不打算還，還會反過來嘲笑我身上錢太少）<br>大概是因為小時候有一餐沒一餐，曾有好心路人載我回家才讓我這麼心軟<br>影片中被騙的故事大多也跟施善有關，這也是最令人失望的，善沒有善報的感覺。往好的地方想，不是不報，時候未到。,WooMi,0,2022-04-26T04:49:24Z
125,4t7EFWlc0uY,UgzAU8i0te-OkfbyiFR4AaABAg,"<a href=""https://www.youtube.com/watch?v=4t7EFWlc0uY&amp;t=7m13s"">7:13</a> 笑死<br>「所以你還沒被騙過」<br>「嗯還沒有」<br>...........................<br>XDDDDDDDDDDDDDD",DarkSun Chen,2,2022-04-18T05:17:22Z
126,4t7EFWlc0uY,Ugz6hMf2EMiCYB_kFzB4AaABAg,我真的額頭飽滿的人真的很怕麻煩，我一個朋友也是她覺得找對象太太太麻煩了，談戀愛來說她就是覺得麻煩，屬於務實主義，不是浪漫主義,Chris LIU,0,2022-04-15T23:02:11Z
127,4t7EFWlc0uY,Ugz6UCpWHtJ0erEz01J4AaABAg,徵求第六位ig,肖阿咪,0,2022-04-14T16:30:49Z
128,4t7EFWlc0uY,UgwSVKALSRsqdreFvvF4AaABAg,🐱：目前還沒有啦<br>👀：那你就是不容易被騙吶！你不能想像被騙吶！可惡欸<br><br>笑死了🤣🤣🤣🤣,ChunHsiang Chi,3,2022-04-11T05:25:58Z
129,4t7EFWlc0uY,UgyJgQsjrVj5u5-Hysp4AaABAg,那個相信朋友就會被騙，但還沒被騙過的人，是不是看錯題目啊！哈哈哈太好笑了！簡少年很聰明！實務操作上不斷進步求來源！,deana chang,0,2022-04-10T03:24:26Z
130,4t7EFWlc0uY,UgxLXaiCXnlG6hzL95V4AaABAg,看來很多人都被騙去買絲瓜露,Redrain Mio,0,2022-04-08T08:52:42Z
131,4t7EFWlc0uY,UgwgPRW9G1dXDmQvUs14AaABAg,少年好像太用力說話了？有點燒聲了😂<br>這樣主持久了也會很累<br>調整一下收音方式吧～～～～,A-Tz。阿子,0,2022-04-03T12:50:43Z
132,4t7EFWlc0uY,UgyPOp8YC3SxEfc04T94AaABAg,賣絲瓜露用各式各樣假理由騙人進去店裡面然後半強迫購買的不知道全台灣有多少地方有. 南投草屯有. 在碧山路. 相當有名. 在地區FB社團名聲超臭,艾倫智偉,1,2022-04-02T16:31:29Z
